year,month,quarter,mean_expo,std_expo,mean_risk,std_risk,mean_sent,mean_pos,mean_neg,cc_balance,n_firms,Mkt_RF,SMB,HML,RF,Mom,period,mkt_vol_12m,expo_risk_ratio
2006,10,4,0.0015086043953974897,0.002762293528871545,5.2761818514644353e-05,0.00021860784480887046,0.0002600104539748954,0.0005361516950836819,-0.00027614123744769875,0.0008122929325313807,1912,0.0322,0.0177,-0.0033,0.0040999999999999995,-0.0025,2006.75,0.020617650205588423,0.034973923699426986
2006,11,4,0.0015086043953974897,0.002762293528871545,5.2761818514644353e-05,0.00021860784480887046,0.0002600104539748954,0.0005361516950836819,-0.00027614123744769875,0.0008122929325313807,1912,0.017,0.0063,0.0004,0.0042,-0.0104,2006.8333333333333,0.01900307790061836,0.034973923699426986
2006,12,4,0.0015086043953974897,0.002762293528871545,5.2761818514644353e-05,0.00021860784480887046,0.0002600104539748954,0.0005361516950836819,-0.00027614123744769875,0.0008122929325313807,1912,0.0085,-0.0116,0.0274,0.004,0.0079,2006.9166666666667,0.0187544156416724,0.034973923699426986
2007,1,1,0.0015457143953147877,0.002837711360901381,6.0166438750610055e-05,0.00023662086901005233,0.00027201688726207905,0.0005627196227428013,-0.00029070271644704736,0.0008534223391898487,2047,0.0138,0.0009,-0.0068000000000000005,0.0044,0.0017000000000000001,2007.0,0.017556782337905953,0.03892467783214845
2007,2,1,0.0015457143953147877,0.002837711360901381,6.0166438750610055e-05,0.00023662086901005233,0.00027201688726207905,0.0005627196227428013,-0.00029070271644704736,0.0008534223391898487,2047,-0.0196,0.0123,-0.0008,0.0038,-0.0129,2007.0833333333333,0.018999561398446378,0.03892467783214845
2007,3,1,0.0015457143953147877,0.002837711360901381,6.0166438750610055e-05,0.00023662086901005233,0.00027201688726207905,0.0005627196227428013,-0.00029070271644704736,0.0008534223391898487,2047,0.0070999999999999995,0.0009,-0.0088,0.0043,0.0258,2007.1666666666667,0.018789915090039907,0.03892467783214845
2007,4,2,0.0016533988308251168,0.0028169352627875595,5.973058069538142e-05,0.0002318758177093118,0.00029688114167099116,0.0005915655703165542,-0.00029468442501297357,0.0008862499953295278,1926,0.0349,-0.022099999999999998,-0.0144,0.0044,-0.0016,2007.25,0.020708342631544776,0.03612593402704894
2007,5,2,0.0016533988308251168,0.0028169352627875595,5.973058069538142e-05,0.0002318758177093118,0.00029688114167099116,0.0005915655703165542,-0.00029468442501297357,0.0008862499953295278,1926,0.0323,0.0016,-0.0059,0.0040999999999999995,-0.0033,2007.3333333333333,0.016889881765737923,0.03612593402704894
2007,6,2,0.0016533988308251168,0.0028169352627875595,5.973058069538142e-05,0.0002318758177093118,0.00029688114167099116,0.0005915655703165542,-0.00029468442501297357,0.0008862499953295278,1926,-0.0196,0.0073,-0.0105,0.004,0.0052,2007.4166666666667,0.018831034989821433,0.03612593402704894
2007,7,3,0.0017009645309818877,0.0030344468953964966,6.838320924690181e-05,0.0002876153681623632,0.0003365426634890372,0.0006520838055290753,-0.00031554114108674924,0.0009676249466158246,2097,-0.037200000000000004,-0.026600000000000002,-0.0368,0.004,0.028399999999999998,2007.5,0.023020246358895526,0.040202605040310195
2007,8,3,0.0017009645309818877,0.0030344468953964966,6.838320924690181e-05,0.0002876153681623632,0.0003365426634890372,0.0006520838055290753,-0.00031554114108674924,0.0009676249466158246,2097,0.009399999999999999,-0.0011,-0.0187,0.0042,-0.0003,2007.5833333333333,0.022747627248892264,0.040202605040310195
2007,9,3,0.0017009645309818877,0.0030344468953964966,6.838320924690181e-05,0.0002876153681623632,0.0003365426634890372,0.0006520838055290753,-0.00031554114108674924,0.0009676249466158246,2097,0.0322,-0.0225,-0.0217,0.0032,0.0443,2007.6666666666667,0.02364673723409177,0.040202605040310195
2007,10,4,0.0016833927918781725,0.0030487802943132427,6.281755006922012e-05,0.00023132498308717857,0.0002998991130595293,0.0006116675366866635,-0.0003117684079372404,0.0009234359446239038,2167,0.0179,0.0019,-0.0287,0.0032,0.050300000000000004,2007.75,0.022727494695885763,0.03731603618637962
2007,11,4,0.0016833927918781725,0.0030487802943132427,6.281755006922012e-05,0.00023132498308717857,0.0002998991130595293,0.0006116675366866635,-0.0003117684079372404,0.0009234359446239038,2167,-0.048,-0.0281,-0.0109,0.0034000000000000002,0.011200000000000002,2007.8333333333333,0.02762151527452117,0.03731603618637962
2007,12,4,0.0016833927918781725,0.0030487802943132427,6.281755006922012e-05,0.00023132498308717857,0.0002998991130595293,0.0006116675366866635,-0.0003117684079372404,0.0009234359446239038,2167,-0.0087,0.0011,-0.0051,0.0027,0.06559999999999999,2007.9166666666667,0.027735912340021082,0.03731603618637962
2008,1,1,0.0018337918163440863,0.0032912839347219564,6.916540989247312e-05,0.0002647386746403122,0.00032633244387096774,0.0006946525346236559,-0.00036832011440860216,0.0010629726490322582,2325,-0.0633,-0.0102,0.04,0.0021,-0.0774,2008.0,0.03298690741197272,0.037717152789267266
2008,2,1,0.0018337918163440863,0.0032912839347219564,6.916540989247312e-05,0.0002647386746403122,0.00032633244387096774,0.0006946525346236559,-0.00036832011440860216,0.0010629726490322582,2325,-0.030899999999999997,-0.0048,-0.0072,0.0013,0.0613,2008.0833333333333,0.033590595500237956,0.037717152789267266
2008,3,1,0.0018337918163440863,0.0032912839347219564,6.916540989247312e-05,0.0002647386746403122,0.00032633244387096774,0.0006946525346236559,-0.00036832011440860216,0.0010629726490322582,2325,-0.009399999999999999,0.0070999999999999995,0.0031,0.0017000000000000001,0.0425,2008.1666666666667,0.03333527570098388,0.037717152789267266
2008,4,2,0.0019239635020352783,0.003298623792216344,6.922117593848937e-05,0.0002859595922411728,0.00039253863862505654,0.0007391919222071461,-0.0003466532957937585,0.0010858452180009047,2211,0.0461,-0.0169,-0.0096,0.0018,-0.0033,2008.25,0.03475778526263773,0.03597842280657663
2008,5,2,0.0019239635020352783,0.003298623792216344,6.922117593848937e-05,0.0002859595922411728,0.00039253863862505654,0.0007391919222071461,-0.0003466532957937585,0.0010858452180009047,2211,0.0187,0.0297,-0.015,0.0018,0.0339,2008.3333333333333,0.03357570369758286,0.03597842280657663
2008,6,2,0.0019239635020352783,0.003298623792216344,6.922117593848937e-05,0.0002859595922411728,0.00039253863862505654,0.0007391919222071461,-0.0003466532957937585,0.0010858452180009047,2211,-0.0843,0.0115,-0.025099999999999997,0.0017000000000000001,0.12710000000000002,2008.4166666666667,0.04019656532138491,0.03597842280657663
2008,7,3,0.0019367963340056473,0.003358592487296417,7.822157966922146e-05,0.0002699182426483085,0.0003851034675272287,0.0007525023013311818,-0.000367398836224284,0.001119901137555466,2478,-0.0075,0.026000000000000002,0.052000000000000005,0.0015,-0.050199999999999995,2008.5,0.03948754694376905,0.04038709401557757
